videoid,duration,page_dir,name
187231960,PT00H00M01S,054908_280680
572419962,PT00H00M18S,806310_427024
1935309850,PT00H00M01S,112932_879235
814163307,PT00H00M09S,917322_040008
713389125,PT00H00M01S,562249_589634
111457958,PT00H00M02S,357353_893478
724167263,PT00H00M01S,167419_141619
1506867353,PT00H00M01S,588212_350011
3587483,PT00H00M01S,257073_171733
1661267550,PT00H00M02S,949911_457469
1283335074,PT00H00M06S,091870_921311
14162744,PT00H00M09S,395937_073272
962763546,PT00H00M02S,330783_767599
94247591,PT00H00M01S,106994_949380
305318640,PT00H00M04S,097271_699546
1946925818,PT00H00M07S,132383_828451
1956680907,PT00H00M01S,022268_305977
1024185171,PT00H00M01S,451557_601262
1799242641,PT00H00M01S,278210_492090
655191104,PT00H00M01S,038529_806140
1721200818,PT00H00M01S,360147_547011
1763668453,PT00H00M01S,506422_216912
1131884833,PT00H00M01S,638481_669785
677022467,PT00H00M01S,592251_848653
1917576856,PT00H00M02S,013158_417583
1101126820,PT00H00M01S,806648_677543
1156461672,PT00H00M04S,455488_718104
1431636361,PT00H00M03S,669362_835157
1789950758,PT00H00M02S,625481_933336
1435528869,PT00H00M03S,509752_545899
1095358865,PT00H00M01S,439874_392715
1619574552,PT00H00M02S,033389_888503
1558703411,PT00H00M03S,676805_190280
1962039663,PT00H00M02S,860032_086623
562398595,PT00H00M05S,510558_690041
723521928,PT00H00M05S,178391_351169
1898196444,PT00H00M10S,581125_410196
980899821,PT00H00M06S,076851_758240
1672328345,PT00H00M03S,406487_601011
406007266,PT00H00M08S,352433_017101
1785855699,PT00H00M05S,614678_092440
27550303,PT00H00M05S,658839_381174
492052423,PT00H00M04S,939681_369009
1075905692,PT00H00M05S,425428_557840
1952391802,PT00H00M02S,758817_864122
617836023,PT00H00M02S,062628_669832
1352894750,PT00H00M05S,518814_801309
1168596416,PT00H00M05S,755285_244710
330200687,PT00H00M05S,507314_186217
813016188,PT00H00M02S,562436_466092
94768156,PT00H00M07S,788163_483704
979983381,PT00H00M02S,010646_141273
550533939,PT00H00M03S,202561_022030
1470954065,PT00H00M01S,837696_369149
1362081081,PT00H00M02S,285140_455364
233261465,PT00H00M02S,440777_000373
1095904461,PT00H00M01S,647585_065651
190672727,PT00H00M03S,372309_741399
1927322434,PT00H00M01S,086933_454244
1150623930,PT00H00M05S,008978_834389
1173777848,PT00H00M03S,395795_077054
868028500,PT00H00M02S,727928_665944
563800390,PT00H00M02S,030553_338122
1612362806,PT00H00M01S,495464_034636
889211954,PT00H00M01S,588868_351096
1372516799,PT00H00M02S,365290_024948
1898118138,PT00H00M01S,666983_171819
1541287465,PT00H00M01S,439394_067368
309203667,PT00H00M01S,911970_712038
504580132,PT00H00M02S,390186_701247
1771152013,PT00H00M03S,780261_082184
122748465,PT00H00M01S,921603_658005
831524107,PT00H00M01S,794887_543893
313831609,PT00H00M01S,563648_321036
1658826852,PT00H00M02S,958108_687795
1666732859,PT00H00M05S,960311_305340
791322368,PT00H00M01S,876269_408168
725257449,PT00H00M07S,132614_560905
1352093554,PT00H00M01S,542223_125375
1265501513,PT00H00M03S,174905_841249
133263732,PT00H00M02S,405009_453176
976547961,PT00H00M07S,777373_142623
750630760,PT00H00M05S,700918_021614
1585798609,PT00H00M02S,471570_913391
1526917232,PT00H00M02S,776119_755118
652417952,PT00H00M02S,701324_473064
1662847515,PT00H00M02S,449849_829539
1120107664,PT00H00M01S,029631_166281
1109911016,PT00H00M01S,340637_913724
295003047,PT00H00M01S,539723_583615
225008027,PT00H00M01S,360261_524417
792422641,PT00H00M08S,571954_761609
1224463669,PT00H00M02S,235830_936833
583581659,PT00H00M02S,356601_097368
522352373,PT00H00M01S,974983_530896
691612632,PT00H00M02S,213147_929558
92394791,PT00H00M01S,277400_417512
172575678,PT00H00M01S,983840_524862
428421580,PT00H00M01S,206669_529669
1912997130,PT00H00M01S,794942_934351
576062058,PT00H00M02S,017994_203595
182750921,PT00H00M02S,592052_242146
179832241,PT00H00M01S,629253_332429
1154663307,PT00H00M02S,357716_581472
1912355283,PT00H00M05S,139951_974520
1147150157,PT00H00M03S,848319_980897
1936800232,PT00H00M04S,142026_824265
1568866353,PT00H00M03S,507468_516201
60611855,PT00H00M03S,417707_814696
1788375085,PT00H00M03S,269329_748436
1862194051,PT00H00M02S,868458_606019
850002620,PT00H00M01S,509734_357063
1804616865,PT00H00M06S,958921_235039
270811061,PT00H00M02S,525607_969890
12800360,PT00H00M10S,639371_665618
1697641726,PT00H00M02S,941903_832348
1061875743,PT00H00M01S,630402_638749
1255470116,PT00H00M02S,360076_729581
112604108,PT00H00M03S,128258_724849
989477764,PT00H00M07S,378165_903503
1837818592,PT00H00M04S,379418_701443
770239153,PT00H00M02S,441201_330833
964320768,PT00H00M02S,227116_807704
1618588402,PT00H00M10S,359697_850878
387998869,PT00H00M01S,201820_860334
134093582,PT00H00M03S,400949_845245
806025944,PT00H00M03S,882509_434874
1781032175,PT00H00M22S,524786_278376
1838957865,PT00H00M04S,969333_183374
791384653,PT00H00M05S,586186_394689
635438262,PT00H00M03S,072519_966455
569976663,PT00H00M01S,128269_952331
1300197186,PT00H00M01S,527256_859626
817300296,PT00H00M01S,337887_057579
834121638,PT00H00M01S,054111_614433
999756958,PT00H00M02S,313015_112687
1516856928,PT00H00M01S,601391_802785
1389069378,PT00H00M04S,340468_254461
1805710923,PT00H00M01S,467060_278832
1227332232,PT00H00M01S,460558_590104
1482769319,PT00H00M01S,360767_260481
1234714123,PT00H00M02S,477612_525333
590603681,PT00H00M03S,949447_967864
391284054,PT00H00M02S,353558_051138
919380659,PT00H00M02S,129331_020880
1575743014,PT00H00M01S,692275_520575
1149130713,PT00H00M03S,138297_500509
1163747880,PT00H00M01S,044838_493154
1869314203,PT00H00M01S,148428_341670
474286808,PT00H00M05S,387744_934840
69049717,PT00H00M03S,626724_905906
1931838765,PT00H00M01S,485917_528605
1291477311,PT00H00M01S,953375_930636
620000519,PT00H00M02S,811910_991343
1934700717,PT00H00M01S,740032_608284
1567328764,PT00H00M04S,014615_336198
1477445782,PT00H00M07S,405276_238632
1871719158,PT00H00M03S,930848_065679
360821006,PT00H00M01S,265670_298942
912630041,PT00H00M01S,436268_374998
27853548,PT00H00M02S,045515_636548
353839896,PT00H00M02S,520943_706499
578639022,PT00H00M05S,207871_048886
1640369737,PT00H00M04S,550264_173989
1140811057,PT00H00M06S,772406_971919
650156700,PT00H00M11S,880425_203484
1881759041,PT00H00M05S,524119_907725
606550380,PT00H00M05S,490096_235025
221680415,PT00H00M01S,553450_096636
1170295612,PT00H00M07S,464218_642632
1733823652,PT00H00M03S,584480_292867
1980266135,PT00H00M08S,204786_546001
842636303,PT00H00M01S,071068_666358
1699771518,PT00H00M22S,426155_836521
129175231,PT00H00M03S,470345_116338
1635730189,PT00H00M08S,597697_453677
1110874993,PT00H00M03S,685862_457192
1059179333,PT00H00M05S,373782_161322
1996323388,PT00H00M02S,141097_203906
80652318,PT00H00M01S,221911_253034
447051997,PT00H00M02S,256355_954230
1991013953,PT00H00M01S,077008_423259
885242403,PT00H00M01S,027120_011489
1174518148,PT00H00M20S,688090_337557
1985718275,PT00H00M06S,031405_043875
1569315028,PT00H00M01S,987200_258508
1831581651,PT00H00M01S,929834_921836
625740582,PT00H00M02S,456827_732772
653231538,PT00H00M02S,972207_194960
1440853835,PT00H00M01S,118195_296274
697532869,PT00H00M03S,674266_861717
55762185,PT00H00M03S,222310_540536
1688087258,PT00H00M04S,785031_379095
483042043,PT00H00M03S,160301_488527
1096404891,PT00H00M01S,434413_232836
933303284,PT00H00M04S,694600_964748
405784494,PT00H00M01S,409651_587712
1941612768,PT00H00M01S,409036_080813
91471222,PT00H00M01S,521073_910626
1021441154,PT00H00M02S,300717_145986
1959852472,PT00H00M02S,766741_755464
262002496,PT00H00M01S,112030_132099
1851454886,PT00H00M01S,482455_971477
1319864190,PT00H00M05S,370026_578605
1118564657,PT00H00M03S,018269_466650
779091897,PT00H00M01S,370154_302784
101437390,PT00H00M04S,223739_409560
1781768213,PT00H00M02S,110863_533222
203703297,PT00H00M04S,928189_789588
697640637,PT00H00M03S,621621_696711
1676133201,PT00H00M02S,771896_086792
825242460,PT00H00M14S,701231_215956
270898549,PT00H00M02S,188531_439133
301877075,PT00H00M02S,918902_498246
11414521,PT00H00M16S,892713_904684
1705147752,PT00H00M05S,170463_827153
69344619,PT00H00M03S,090500_347106
470455559,PT00H00M08S,102983_153522
431259892,PT00H00M08S,479835_451104
128044722,PT00H00M01S,693430_424323
245643152,PT00H00M15S,059108_159067
193890617,PT00H00M02S,483745_729491
88430101,PT00H00M06S,140855_700816
1743796280,PT00H00M02S,376369_460823
1754294913,PT00H00M11S,859519_216373
1685291620,PT00H00M04S,250759_246555
1442219969,PT00H00M02S,452252_358044
1450147736,PT00H00M09S,149954_093746
703047350,PT00H00M02S,010005_305855
742073556,PT00H00M10S,701660_420177
1749452285,PT00H00M01S,825117_240022
1181473545,PT00H00M02S,063833_060771
1985944817,PT00H00M07S,067742_115688
503527335,PT00H00M04S,261805_302062
1702146479,PT00H00M01S,131192_584409
1900289890,PT00H00M02S,000844_823120
1648023343,PT00H00M02S,634068_938119
1885082995,PT00H00M02S,671943_901354
565352072,PT00H00M02S,894578_569518
1192241378,PT00H00M02S,960666_441317
1344515095,PT00H00M03S,385609_388614
895213380,PT00H00M03S,136579_887623
1294189129,PT00H00M05S,919403_034836
673179351,PT00H00M01S,303384_366850
7057787,PT00H00M02S,723761_882534
1087405060,PT00H00M04S,839356_367571
1388571605,PT00H00M03S,795714_003040
812870674,PT00H00M02S,308423_083766
1309985305,PT00H00M01S,754576_192585
1847065841,PT00H00M01S,341458_466321
1280608558,PT00H00M04S,109701_769060
426759680,PT00H00M02S,781794_559990
1456808364,PT00H00M02S,418458_665747
440969744,PT00H00M02S,074039_200991
917772899,PT00H00M01S,757384_375671
608381211,PT00H00M01S,815814_504225
1187184122,PT00H00M01S,685228_933565
831697573,PT00H00M01S,571136_171291
1564915786,PT00H00M01S,028013_273012
1962264376,PT00H00M01S,032630_801503
1444109649,PT00H00M01S,944686_655761
413767316,PT00H00M01S,169194_817994
216494976,PT00H00M02S,383276_192941
1298568937,PT00H00M02S,143008_749155
260394468,PT00H00M01S,106321_283588
158037904,PT00H00M01S,936130_958696
1964231413,PT00H00M01S,378652_059540
279368679,PT00H00M01S,267231_378696
199213292,PT00H00M01S,264317_430701
1115444897,PT00H00M02S,651248_272612
1855607588,PT00H00M01S,830914_580614
1148763525,PT00H00M02S,125177_698594
708217229,PT00H00M01S,126829_960876
1720160483,PT00H00M01S,300836_838072
1636510276,PT00H00M01S,668977_908532
943835799,PT00H00M01S,689908_323394
200937934,PT00H00M01S,246392_005611
1329974679,PT00H00M02S,879553_118747
1647871452,PT00H00M02S,105829_977583
833776369,PT00H00M02S,462363_877987
1900087430,PT00H00M01S,857334_973440
1447593245,PT00H00M01S,938371_376197
1942196765,PT00H00M02S,189053_860126
748192,PT00H00M01S,138732_406236
515358256,PT00H00M02S,435536_219841
1734463591,PT00H00M03S,960248_004481
1724304328,PT00H00M02S,437475_135940
375061754,PT00H00M02S,888327_087929
904740391,PT00H00M05S,562171_279637
1898245961,PT00H00M02S,176316_815155
656219136,PT00H00M04S,409084_868292
51168882,PT00H00M01S,068073_916149
1221826656,PT00H00M04S,127943_829669
1220678656,PT00H00M02S,412813_279041
1449022537,PT00H00M07S,056162_669107
403717028,PT00H00M03S,570004_749012
668739315,PT00H00M12S,917533_325408
1684242038,PT00H00M02S,626468_573994
48663806,PT00H00M09S,693960_354648
661669727,PT00H00M03S,697914_152323
429419894,PT00H00M08S,298724_922981
1068360229,PT00H00M02S,447717_222264
141008639,PT00H00M02S,047152_443257
1719350742,PT00H00M02S,908174_837978
1430381298,PT00H00M06S,161436_178420
477550211,PT00H00M01S,049643_576591
134713741,PT00H00M03S,941112_869573
407634364,PT00H00M02S,470786_606382
1542625023,PT00H00M03S,420185_597001
932065977,PT00H00M02S,856870_903636
784105504,PT00H00M13S,745686_560778
1784416396,PT00H00M02S,078230_990732
192609643,PT00H00M02S,904303_226689
1148760305,PT00H00M04S,460659_044808
1506044041,PT00H00M01S,970791_326589
1449996742,PT00H00M01S,032753_218348
1836766312,PT00H00M01S,037367_163773
211766757,PT00H00M03S,675099_550845
1798410742,PT00H00M03S,748606_053227
1570331593,PT00H00M03S,431786_835896
1321271166,PT00H00M01S,925843_495451
1421436793,PT00H00M02S,403007_349972
1412727596,PT00H00M01S,191303_674153
1413208000,PT00H00M03S,424364_449457
187498222,PT00H00M01S,713363_108982
326925622,PT00H00M02S,045619_226485
1382906535,PT00H00M01S,688405_841896
1515962408,PT00H00M01S,142542_820047
648459975,PT00H00M01S,693450_612085
903664557,PT00H00M02S,382511_534886
609181389,PT00H00M11S,740076_275979
395198429,PT00H00M04S,430938_885615
1814981091,PT00H00M05S,559427_554844
1180563777,PT00H00M02S,692918_971553
1986505425,PT00H00M01S,096075_896394
1246284636,PT00H00M01S,002490_933528
309293278,PT00H00M06S,633243_743698
1281652186,PT00H00M02S,544992_795756
1289825412,PT00H00M04S,989370_696107
1954969440,PT00H00M01S,106044_476103
1346302638,PT00H00M02S,687076_258255
1183751901,PT00H00M03S,837337_867884
798141555,PT00H00M03S,502689_030882
1616867535,PT00H00M06S,310650_847252
1391334086,PT00H00M02S,488007_391617
1789922162,PT00H00M01S,776092_298023
1208333619,PT00H00M01S,564664_800687
1688129345,PT00H00M02S,614991_683940
363316929,PT00H00M01S,355074_208334
112501435,PT00H00M01S,041605_393105
1054048798,PT00H00M01S,614390_101533
1619974144,PT00H00M01S,841196_390544
380538997,PT00H00M02S,441844_695519
1411557909,PT00H00M05S,948205_109809
497204340,PT00H00M16S,648069_076376
291619374,PT00H00M03S,601692_402333
1530759305,PT00H00M05S,531084_712645
1048210633,PT00H00M10S,104264_800628
1623398515,PT00H00M03S,978466_551219
1346764626,PT00H00M14S,242986_922329
1068438291,PT00H00M01S,834359_550730
1298629215,PT00H00M01S,351533_330620
893908233,PT00H00M05S,662312_885181
1928587481,PT00H00M01S,823576_946485
574277159,PT00H00M04S,800514_680099
1032699952,PT00H00M02S,354254_708935
219288436,PT00H01M09S,185027_246707
1805242355,PT00H00M02S,764198_747384
1107613961,PT00H00M01S,055300_724415
308618269,PT00H00M02S,745723_811390
87016125,PT00H00M02S,386941_978631
1733528395,PT00H00M03S,147119_154320
1472019406,PT00H00M03S,680576_175365
1598484617,PT00H00M01S,719210_418814
1656550563,PT00H00M01S,848563_187515
534776566,PT00H00M02S,585276_923554
1404510886,PT00H00M01S,533339_999098
1043470161,PT00H00M02S,191520_809460
11254896,PT00H00M01S,524428_701086
594188390,PT00H00M03S,493457_163334
1084326199,PT00H00M01S,367193_709572
videoid,duration,page_dir,name
187231960,PT00H00M02S,054908_280680
572419962,PT00H00M02S,806310_427024
1935309850,PT00H00M02S,112932_879235
814163307,PT00H00M01S,917322_040008
713389125,PT00H00M03S,562249_589634
111457958,PT00H00M01S,357353_893478
724167263,PT00H00M01S,167419_141619
1506867353,PT00H00M05S,588212_350011
3587483,PT00H00M03S,257073_171733
1661267550,PT00H00M01S,949911_457469
1283335074,PT00H00M01S,091870_921311
14162744,PT00H00M02S,395937_073272
962763546,PT00H00M01S,330783_767599
94247591,PT00H00M04S,106994_949380
305318640,PT00H00M03S,097271_699546
1946925818,PT00H00M02S,132383_828451
1956680907,PT00H00M02S,022268_305977
1024185171,PT00H00M02S,451557_601262
1799242641,PT00H00M01S,278210_492090
655191104,PT00H00M03S,038529_806140
1721200818,PT00H00M01S,360147_547011
1763668453,PT00H00M01S,506422_216912
1131884833,PT00H00M05S,638481_669785
677022467,PT00H00M03S,592251_848653
1917576856,PT00H00M01S,013158_417583
1101126820,PT00H00M01S,806648_677543
1156461672,PT00H00M02S,455488_718104
1431636361,PT00H00M01S,669362_835157
1789950758,PT00H00M04S,625481_933336
1435528869,PT00H00M03S,509752_545899
